TaxonID	ToxinCarriage(icon)	ToxinCarriage	ToxinCarriage(n)	Mapping_of_original_species_names_to_new_names	LabelColor	
Klebsiella_grimontii_strain_2022CK-00781_NZ_CP117730_consensus-2	-	Negative	0	497	#808080	
Klebsiella_michiganensis_strain_2020CK-00215_NZ_CP117853_consensus-1	-	Negative	0	498	#808080	
Klebsiella_grimontii_strain_2020CK-00211_NZ_CP118189_consensus-1	+	Positive	1	499	#000000	
Klebsiella_grimontii_strain_2020CK-00211_NZ_CP118189_consensus-2	+	Positive	1	500	#000000	
Klebsiella_grimontii_strain_YWC001_NZ_CP118223_consensus-1	+	Positive	1	501	#000000	
Klebsiella_michiganensis_strain_FR_NZ_JARANI010000040_gene_copy-1	-	Negative	0	502	#808080	
Klebsiella_grimontii_strain_FR_NZ_JARANO010000023_gene_copy-1	+	Positive	1	503	#000000	
Klebsiella_grimontii_strain_FR_NZ_JARANP010000027_gene_copy-1	+	Positive	1	504	#000000	
Klebsiella_pasteurii_strain_FR_NZ_JARANL010000049_gene_copy-1	+	Positive	1	505	#000000	
Klebsiella_pasteurii_strain_FR_NZ_JARANM010000045_gene_copy-1	+	Positive	1	506	#000000	
Klebsiella_grimontii_strain_FR_NZ_JARANQ010000024_gene_copy-1	+	Positive	1	507	#000000	
Klebsiella_pasteurii_strain_FR_NZ_JARANN010000047_gene_copy-1	+	Positive	1	508	#000000	
Klebsiella_grimontii_strain_FR_NZ_JARANR010000025_gene_copy-1	+	Positive	1	509	#000000	
Klebsiella_grimontii_strain_FR_NZ_JARANS010000024_gene_copy-1	+	Positive	1	510	#000000	
Klebsiella_michiganensis_strain_FR_NZ_JARANH010000043_gene_copy-1	-	Negative	0	511	#808080	
Klebsiella_michiganensis_strain_FR_NZ_JARANG010000046_gene_copy-1	-	Negative	0	512	#808080	
Klebsiella_michiganensis_strain_FR_NZ_JARANF010000038_gene_copy-1	-	Negative	0	513	#808080	
Klebsiella_michiganensis_strain_FR_NZ_JARANJ010000043_gene_copy-1	-	Negative	0	514	#808080	
Klebsiella_michiganensis_strain_YZUMF202001_NZ_CP097554_consensus-1	-	Negative	0	515	#808080	
MAG: Klebsiella huaxiensis isolate NZ CP119320 consensus-1	-	Negative	0	516	#808080	
MAG: Klebsiella huaxiensis isolate NZ CP119320 consensus-2	-	Negative	0	517	#808080	
Klebsiella_oxytoca_strain_2020CK-00213_NZ_CP118212_consensus-1	+	Positive	1	518	#000000	
Klebsiella_michiganensis_strain_RHB20-SO-C02_NZ_CP099304_consensus-1	+	Positive	1	519	#000000	
Klebsiella_michiganensis_strain_RHB20-SO-C01_NZ_CP099306_consensus-1	+	Positive	1	520	#000000	
Klebsiella_pasteurii_strain_GD04085_NZ_JAOEBM010000072_gene_copy-1	+	Positive	1	521	#000000	
Klebsiella_michiganensis_strain_GD04079_NZ_JAOEBS010000085_gene_copy-1	+	Positive	1	522	#000000	
Klebsiella_grimontii_strain_GD04070_NZ_JAOECB010000102_gene_copy-1	+	Positive	1	523	#000000	
Klebsiella_grimontii_strain_GD04057_NZ_JAOECO010000090_gene_copy-1	+	Positive	1	524	#000000	
Klebsiella_grimontii_strain_GD04038_NZ_JAOEDH010000117_gene_copy-1	+	Positive	1	525	#000000	
Klebsiella_michiganensis_strain_GD04031_NZ_JAOEDO010000071_gene_copy-1	-	Negative	0	526	#808080	
Klebsiella_oxytoca_strain_GD04023_NZ_JAOEDW010000061_gene_copy-1	+	Positive	1	527	#000000	
Klebsiella_michiganensis_strain_GD03924_NZ_JAOCBA010000082_gene_copy-1	+	Positive	1	528	#000000	
Klebsiella_grimontii_strain_GD03894_NZ_JAOCCC010000083_gene_copy-1	+	Positive	1	529	#000000	
Klebsiella_michiganensis_strain_GD03887_NZ_JAOCCJ010000069_gene_copy-1	-	Negative	0	530	#808080	
Klebsiella_michiganensis_strain_GD03883_NZ_JAOCCN010000063_gene_copy-1	-	Negative	0	531	#808080	
Klebsiella_michiganensis_strain_GD03831_NZ_JAOCEL010000038_gene_copy-1	+	Positive	1	532	#000000	
Klebsiella_michiganensis_strain_GD03824_NZ_JAOCER010000001_consensus-1	-	Negative	0	533	#808080	
Klebsiella_michiganensis_strain_GD03802_NZ_JAOCFN010000092_gene_copy-1	+	Positive	1	534	#000000	
Klebsiella_michiganensis_strain_GD03789_NZ_JAOCFZ010000001_consensus-1	+	Positive	1	535	#000000	
Klebsiella_michiganensis_strain_GD03693_NZ_JAOCJP010000097_gene_copy-1	-	Negative	0	536	#808080	
Klebsiella_grimontii_strain_GD03677_NZ_JAOCKF010000079_gene_copy-1	+	Positive	1	537	#000000	
Klebsiella_michiganensis_strain_HGDC6_1_NZ_JASBWG010000113_gene_copy-1	+	Positive	1	538	#000000	
Klebsiella_pasteurii_strain_AHM8C130-1I_NZ_CP104925_consensus-1	+	Positive	1	539	#000000	
Klebsiella_oxytoca_strain_CPO534_NZ_JARTMD020000001_consensus-1	+	Positive	1	540	#000000	
Klebsiella_michiganensis_strain_CPO262_NZ_JARTPZ020000001_consensus-1	-	Negative	0	541	#808080	
Klebsiella_michiganensis_strain_CPO249_NZ_JARTQJ020000001_consensus-1	-	Negative	0	542	#808080	
Klebsiella_michiganensis_strain_CPO243_NZ_JARTQM020000001_consensus-1	-	Negative	0	543	#808080	
Klebsiella_michiganensis_strain_ETN19_NZ_JAPFRA010000001_consensus-1	-	Negative	0	544	#808080	
Klebsiella_michiganensis_strain_CPO453_NZ_JASUWR010000001_consensus-2	-	Negative	0	545	#808080	
Klebsiella_michiganensis_strain_CPO282_NZ_JASUVI010000001_consensus-2	-	Negative	0	546	#808080	
Klebsiella_michiganensis_strain_UTM00027_NZ_JASWFI010000001_consensus-1	-	Negative	0	547	#808080	
Klebsiella_michiganensis_strain_ELP1.34B_NZ_CP127873_consensus-1	-	Negative	0	548	#808080	
Klebsiella_michiganensis_strain_CPO595_NZ_JASUWV010000001_consensus-2	-	Negative	0	549	#808080	
Klebsiella_michiganensis_strain_CPO266_NZ_JASUWZ010000001_consensus-1	-	Negative	0	550	#808080	
Klebsiella_michiganensis_strain_CPO266_NZ_JASUWZ010000001_consensus-2	-	Negative	0	551	#808080	
Klebsiella_michiganensis_strain_CPO433_NZ_JASUXH010000001_consensus-1	-	Negative	0	552	#808080	
Klebsiella_michiganensis_strain_CPO433_NZ_JASUXH010000001_consensus-2	-	Negative	0	553	#808080	
Klebsiella_michiganensis_strain_NMI10279_19_NZ_JATATP010000070_gene_copy-1	-	Negative	0	554	#808080	
Klebsiella_oxytoca_strain_NMI253_19_NZ_JATAUB020000001_consensus-1	+	Positive	1	555	#000000	
Klebsiella_oxytoca_strain_NMI2990_17_NZ_CP129616_consensus-1	+	Positive	1	556	#000000	
Klebsiella_michiganensis_strain_NMI1086_17_NZ_JATAVF010000056_gene_copy-1	-	Negative	0	557	#808080	
Klebsiella_michiganensis_strain_NMI1085_17_NZ_JATAVG010000057_gene_copy-1	-	Negative	0	558	#808080	
Klebsiella_oxytoca_strain_NMI5820_12_NZ_JATAWR010000047_gene_copy-1	+	Positive	1	559	#000000	
Klebsiella_oxytoca_strain_NMI2092_09_NZ_JATAXJ020000001_consensus-1	+	Positive	1	560	#000000	
Klebsiella_michiganensis_strain_TUM14377_NZ_JAUCHG010000283_gene_copy-1	-	Negative	0	561	#808080	
Klebsiella_grimontii_strain_TUM14374_NZ_JAUCHH010000098_gene_copy-1	+	Positive	1	562	#000000	
Klebsiella_michiganensis_strain_TUM13847_NZ_JAUCIS010000281_gene_copy-1	-	Negative	0	563	#808080	
Klebsiella_michiganensis_strain_TUM13848_NZ_JAUCIR010000175_gene_copy-1	-	Negative	0	564	#808080	
Klebsiella_michiganensis_strain_TUM13845_NZ_JAUCIU010000171_gene_copy-1	-	Negative	0	565	#808080	
Klebsiella_michiganensis_strain_TUM13843_NZ_JAUCIW010000272_gene_copy-1	-	Negative	0	566	#808080	
Klebsiella_michiganensis_strain_TUM13844_NZ_JAUCIV010000216_gene_copy-1	-	Negative	0	567	#808080	
Klebsiella_michiganensis_strain_TUM13842_NZ_JAUCIX010000136_gene_copy-1	-	Negative	0	568	#808080	
Klebsiella_michiganensis_strain_TUM13841_NZ_JAUCIY010000148_gene_copy-1	-	Negative	0	569	#808080	
Klebsiella_michiganensis_strain_TUM13840_NZ_JAUCIZ010000277_gene_copy-1	-	Negative	0	570	#808080	
Klebsiella_michiganensis_strain_TUM13838_NZ_JAUCJB010000177_gene_copy-1	-	Negative	0	571	#808080	
Klebsiella_michiganensis_strain_TUM13839_NZ_JAUCJA010000186_gene_copy-1	-	Negative	0	572	#808080	
Klebsiella_michiganensis_strain_TUM13836_NZ_JAUCJD010000201_gene_copy-1	-	Negative	0	573	#808080	
Klebsiella_michiganensis_strain_TUM13835_NZ_JAUCJE010000212_gene_copy-1	-	Negative	0	574	#808080	
Klebsiella_michiganensis_strain_TUM13832_NZ_JAUCJH010000236_gene_copy-1	-	Negative	0	575	#808080	
Klebsiella_michiganensis_strain_TUM13837_NZ_JAUCJC010000203_gene_copy-1	-	Negative	0	576	#808080	
Klebsiella_michiganensis_strain_TUM13834_NZ_JAUCJF010000190_gene_copy-1	-	Negative	0	577	#808080	
Klebsiella_michiganensis_strain_TUM13833_NZ_JAUCJG010000190_gene_copy-1	-	Negative	0	578	#808080	
Klebsiella_michiganensis_strain_TUM13830_NZ_JAUCJJ010000186_gene_copy-1	-	Negative	0	579	#808080	
Klebsiella_michiganensis_strain_TUM13831_NZ_JAUCJI010000196_gene_copy-1	-	Negative	0	580	#808080	
Klebsiella_michiganensis_strain_TUM13829_NZ_JAUCJK010000145_gene_copy-1	-	Negative	0	581	#808080	
Klebsiella_michiganensis_strain_TUM13825_NZ_JAUCJO010000173_gene_copy-1	-	Negative	0	582	#808080	
Klebsiella_michiganensis_strain_TUM13828_NZ_JAUCJL010000290_gene_copy-1	-	Negative	0	583	#808080	
Klebsiella_michiganensis_strain_TUM13827_NZ_JAUCJM010000165_gene_copy-1	-	Negative	0	584	#808080	
Klebsiella_michiganensis_strain_TUM13826_NZ_JAUCJN010000257_gene_copy-1	-	Negative	0	585	#808080	
Klebsiella_michiganensis_strain_TUM13824_NZ_JAUCJP010000245_gene_copy-1	-	Negative	0	586	#808080	
Klebsiella_grimontii_strain_TUM13776_NZ_JAUCKY010000492_gene_copy-1	+	Positive	1	587	#000000	
Klebsiella_grimontii_strain_TUM13777_NZ_JAUCKX010000361_gene_copy-1	+	Positive	1	588	#000000	
Klebsiella_grimontii_strain_TUM13749_NZ_JAUCLE010000385_gene_copy-1	+	Positive	1	589	#000000	
Klebsiella_grimontii_strain_TUM13748_NZ_JAUCLF010000405_gene_copy-1	+	Positive	1	590	#000000	
Klebsiella_michiganensis_strain_TUM13905_NZ_JAUCHL010000242_gene_copy-1	-	Negative	0	591	#808080	
Klebsiella_michiganensis_strain_9152_NZ_CP129895_gene_copy-1	-	Negative	0	592	#808080	
Klebsiella_michiganensis_strain_RSM5061_NZ_CP129892_gene_copy-1	-	Negative	0	593	#808080	
Klebsiella_oxytoca_strain_RSM6895_NZ_CP130257_gene_copy-1	-	Negative	0	594	#808080	
Klebsiella_oxytoca_strain_RSM6774_NZ_CP130256_gene_copy-1	+	Positive	1	595	#000000	
Klebsiella_oxytoca_strain_RSM5034_NZ_CP130582_gene_copy-1	+	Positive	1	596	#000000	
Klebsiella_oxytoca_strain_KMB-1248_NZ_JAUTYA010000070_gene_copy-1	+	Positive	1	597	#000000	
Klebsiella_michiganensis_strain_2023EL-00796_NZ_JAVDLA010000052_gene_copy-1	-	Negative	0	598	#808080	
Klebsiella_michiganensis_strain_9273_NZ_JAVFHI010000114_gene_copy-1	-	Negative	0	599	#808080	
Klebsiella_grimontii_strain_2017E043892A_NZ_VLPT01000131_gene_copy-1	+	Positive	1	600	#000000	
Klebsiella_pasteurii_strain_CM-1_NZ_CP134211_consensus-1	+	Positive	1	601	#000000	
Klebsiella_michiganensis_strain_HD7525_NZ_JAQSKO010000062_gene_copy-1	-	Negative	0	602	#808080	
Klebsiella_pasteurii_strain_HD7419_NZ_JAQSLB010000071_gene_copy-1	+	Positive	1	603	#000000	
Klebsiella_oxytoca_strain_HD2641_NZ_JAQSLH010000051_gene_copy-1	+	Positive	1	604	#000000	
Klebsiella_michiganensis_strain_2437_NZ_JAVRYB010000067_gene_copy-1	-	Negative	0	605	#808080	
Klebsiella_michiganensis_strain_INSA56361_NZ_JAWDFJ010000131_gene_copy-1	-	Negative	0	606	#808080	
Klebsiella_grimontii_strain_INSA57232_NZ_JAWDFN010000115_gene_copy-1	+	Positive	1	607	#000000	
Klebsiella_grimontii_strain_INSA57167_NZ_JAWDFO010000168_gene_copy-1	+	Positive	1	608	#000000	
Klebsiella_grimontii_strain_12-19119-21_NZ_JAWDFZ010000028_gene_copy-1	+	Positive	1	609	#000000	
Klebsiella_pasteurii_strain_23-M-RB-89_NZ_JAWIAR010000010_gene_copy-1	+	Positive	1	610	#000000	
Klebsiella_michiganensis_strain_PP-E732.3_NZ_JASGOD010000001_consensus-1	-	Negative	0	611	#808080	
Klebsiella_michiganensis_strain_PP-E732.3_NZ_JASGOD010000001_consensus-2	-	Negative	0	612	#808080	
Klebsiella_michiganensis_strain_PP-E700.2B_NZ_JASGOE010000001_consensus-1	-	Negative	0	613	#808080	
Klebsiella_michiganensis_strain_PP-E700.2B_NZ_JASGOE010000001_consensus-2	-	Negative	0	614	#808080	
Klebsiella_michiganensis_strain_PP-E660.1_NZ_JASGOJ010000001_consensus-1	-	Negative	0	615	#808080	
Klebsiella_michiganensis_strain_PP-E660.1_NZ_JASGOJ010000001_consensus-2	-	Negative	0	616	#808080	
Klebsiella_michiganensis_strain_2023EL-00972_NZ_JAWLOD010000049_gene_copy-1	-	Negative	0	617	#808080	
Klebsiella_michiganensis_strain_2023EL-01197_NZ_JAWQLQ010000052_gene_copy-1	-	Negative	0	618	#808080	
Klebsiella_michiganensis_strain_2023EL-01196_NZ_JAWQLR010000051_gene_copy-1	-	Negative	0	619	#808080	
Klebsiella_oxytoca_strain_SRY435_NZ_CP138718_consensus-1	+	Positive	1	620	#000000	
Klebsiella_oxytoca_strain_86_NZ_CP138757_consensus-2	-	Negative	0	621	#808080	
Klebsiella_pasteurii_strain_CIM-Carb-131_NZ_JAXABL010000063_gene_copy-1	+	Positive	1	622	#000000	
Klebsiella_michiganensis_strain_2023EL-01212_NZ_JAXQFY010000062_gene_copy-1	-	Negative	0	623	#808080	
Klebsiella_oxytoca_strain_2023EL-01221_NZ_JAXUDJ010000055_gene_copy-1	+	Positive	1	624	#000000	
Klebsiella_michiganensis_strain_MGG-8mu_NZ_JALLMD010000062_gene_copy-1	+	Positive	1	625	#000000	
Klebsiella_oxytoca_strain_HA22pKo_NZ_JAYXHV010000061_gene_copy-1	+	Positive	1	626	#000000	
Klebsiella_oxytoca_strain_HA28pKo_NZ_JAYXHW010000051_gene_copy-1	+	Positive	1	627	#000000	
Klebsiella_oxytoca_strain_HA54Ko_NZ_JAYXHX010000052_gene_copy-1	+	Positive	1	628	#000000	
Klebsiella_pasteurii_strain_KO200862_NZ_CP143095_consensus-1	+	Positive	1	629	#000000	
Klebsiella_pasteurii_strain_KO200862_NZ_CP143095_consensus-2	+	Positive	1	630	#000000	
Klebsiella_michiganensis_strain_KO2008341_NZ_JAZDCS010000001_consensus-1	-	Negative	0	631	#808080	
Klebsiella_huaxiensis_strain_20-M0000649-0_NZ_JADOYW010000122_gene_copy-1	-	Negative	0	632	#808080	
Klebsiella_oxytoca_strain_KO190245_NZ_CP144730_consensus-1	-	Negative	0	633	#808080	
Klebsiella_michiganensis_strain_GN-078_NZ_JBAJLD010000110_gene_copy-1	-	Negative	0	634	#808080	
Klebsiella_michiganensis_strain_GN-076_NZ_JBAJLF010000114_gene_copy-1	-	Negative	0	635	#808080	
Klebsiella_michiganensis_strain_CDS2301_NZ_JATACL010000067_gene_copy-1	-	Negative	0	636	#808080	
Klebsiella_oxytoca_strain_CDS0301_NZ_JATACO010000071_gene_copy-1	+	Positive	1	637	#000000	
Klebsiella_oxytoca_strain_CDS7405_NZ_JATAJP010000070_gene_copy-1	+	Positive	1	638	#000000	
Klebsiella_michiganensis_strain_CDS2101_NZ_JATAJT010000128_gene_copy-1	-	Negative	0	639	#808080	
Klebsiella_grimontii_strain_K15g_NZ_JBAMIA010000040_gene_copy-1	+	Positive	1	640	#000000	
Klebsiella_michiganensis_strain_KoLESPA_200_NZ_JAYETJ010000237_gene_copy-1	+	Positive	1	641	#000000	
Klebsiella_michiganensis_strain_KoLESPA_188_NZ_JAYETD010000106_gene_copy-1	-	Negative	0	642	#808080	
Klebsiella_michiganensis_strain_B4.H1.30_NZ_CP146534_consensus-2	-	Negative	0	643	#808080	
Klebsiella_michiganensis_strain_B3.H1.24_NZ_CP146550_consensus-1	-	Negative	0	644	#808080	
Klebsiella_michiganensis_strain_B3.H1.24_NZ_CP146550_consensus-2	-	Negative	0	645	#808080	
Klebsiella_michiganensis_strain_USHLN16_NZ_JBBCKT010000020_gene_copy-1	-	Negative	0	646	#808080	
Klebsiella_oxytoca_strain_SCPM-O-B-10693_NZ_JBBMSF010000038_gene_copy-1	-	Negative	0	647	#808080	
Klebsiella_oxytoca_strain_SCPM-O-B-10650_NZ_JBBMSR010000042_gene_copy-1	+	Positive	1	648	#000000	
Klebsiella_grimontii_strain_Kg_Case5.2_NZ_JBBWWK010000090_gene_copy-1	+	Positive	1	649	#000000	
Klebsiella_michiganensis_strain_Km_Control5_NZ_JBBWWL010000101_gene_copy-1	-	Negative	0	650	#808080	
Klebsiella_grimontii_strain_Kg_Case4.2_NZ_JBBWWI010000122_gene_copy-1	+	Positive	1	651	#000000	
Klebsiella_michiganensis_strain_Km_Case2_NZ_JBBWWG010000124_gene_copy-1	-	Negative	0	652	#808080	
Klebsiella_grimontii_strain_Kg_Case1_NZ_JBBWWF010000077_gene_copy-1	+	Positive	1	653	#000000	
Klebsiella_michiganensis_strain_2024HQ-00017_NZ_CP151768_consensus-1	-	Negative	0	654	#808080	
Klebsiella_huaxiensis_strain_UMB11391_NZ_JBCGEF010000053_gene_copy-1	-	Negative	0	655	#808080	
Klebsiella_michiganensis_strain_UMB11423_NZ_JBCGEI010000079_gene_copy-1	+	Positive	1	656	#000000	
Klebsiella_michiganensis_strain_UMB11142_NZ_JBCGEJ010000039_gene_copy-1	-	Negative	0	657	#808080	
Klebsiella_grimontii_strain_UMB12659_NZ_JBCGEK010000071_gene_copy-1	+	Positive	1	658	#000000	
Klebsiella_grimontii_strain_UMB12885_NZ_JBCGEL010000077_gene_copy-1	+	Positive	1	659	#000000	
Klebsiella_grimontii_strain_UMB12529_NZ_JBCGEM010000074_gene_copy-1	+	Positive	1	660	#000000	
Klebsiella_michiganensis_strain_CDS8806_NZ_JAYDVP010000086_gene_copy-1	-	Negative	0	661	#808080	
Klebsiella_michiganensis_strain_CDS2301_NZ_JAYDVS010000067_gene_copy-1	-	Negative	0	662	#808080	
Klebsiella_michiganensis_strain_CDS1701_NZ_JAYDVT010000067_gene_copy-1	-	Negative	0	663	#808080	
Klebsiella_michiganensis_strain_CDS0801_NZ_JAYDVU010000060_gene_copy-1	-	Negative	0	664	#808080	
Klebsiella_michiganensis_strain_CDS0204_NZ_JAYDVW010000116_gene_copy-1	-	Negative	0	665	#808080	
Klebsiella_oxytoca_strain_CDS0301_NZ_JAYDVV010000071_gene_copy-1	+	Positive	1	666	#000000	
Klebsiella_michiganensis_strain_CDS0202_NZ_JAYDVX010000043_gene_copy-1	-	Negative	0	667	#808080	
Klebsiella_oxytoca_strain_2024CK-00609_NZ_CP166429_consensus-1	+	Positive	1	668	#000000	
Klebsiella_oxytoca_strain_CLA-MB-H007_NZ_JBBNOX010000046_gene_copy-1	-	Negative	0	669	#808080	
Klebsiella_michiganensis_strain_fly-1174_NZ_JBEERM010000057_gene_copy-1	-	Negative	0	670	#808080	
Klebsiella_oxytoca_strain_fly-1157_NZ_JBEESB010000036_gene_copy-1	-	Negative	0	671	#808080	
Klebsiella_michiganensis_strain_fly-1139_NZ_JBEESO010000164_gene_copy-1	-	Negative	0	672	#808080	
Klebsiella_oxytoca_strain_fly-1125_NZ_JBEESW010000046_gene_copy-1	+	Positive	1	673	#000000	
Klebsiella_oxytoca_strain_fly-1118_NZ_JBEETA010000055_gene_copy-1	-	Negative	0	674	#808080	
Klebsiella_oxytoca_strain_fly-1115_NZ_JBEETB010000047_gene_copy-1	+	Positive	1	675	#000000	
Klebsiella_oxytoca_strain_fly-1110_NZ_JBEETF010000056_gene_copy-1	-	Negative	0	676	#808080	
Klebsiella_pasteurii_strain_fly-1048_NZ_JBEEVD010000035_gene_copy-1	-	Negative	0	677	#808080	
Klebsiella_michiganensis_strain_K2405_NZ_CP157950_consensus-1	-	Negative	0	678	#808080	
Klebsiella_michiganensis_strain_K2405_NZ_CP157950_consensus-2	-	Negative	0	679	#808080	
Klebsiella_oxytoca_strain_KN_NZ_CP158459_consensus-1	-	Negative	0	680	#808080	
Klebsiella_grimontii_strain_KP001-TF60_NZ_JBELOB010000029_gene_copy-1	+	Positive	1	681	#000000	
Klebsiella_michiganensis_strain_ST324KM1_NZ_JBBFNQ010000001_consensus-1	-	Negative	0	682	#808080	
Klebsiella_oxytoca_strain_ST30KO2_NZ_JBBFQG010000001_consensus-2	+	Positive	1	683	#000000	
Klebsiella_michiganensis_strain_ST363KM2_NZ_JBBFQP010000001_consensus-1	-	Negative	0	684	#808080	
Klebsiella_oxytoca_strain_ST106KO11_NZ_JBBFQQ010000001_consensus-1	+	Positive	1	685	#000000	
Klebsiella_oxytoca_strain_ST106KO11_NZ_JBBFQQ010000001_consensus-2	+	Positive	1	686	#000000	
Klebsiella_michiganensis_strain_ST50KM1_NZ_JBBHES010000001_consensus-1	-	Negative	0	687	#808080	
Klebsiella_oxytoca_strain_ST176KO1_NZ_JBBFWN010000001_consensus-1	+	Positive	1	688	#000000	
Klebsiella_oxytoca_strain_ST176KO1_NZ_JBBFWN010000001_consensus-2	+	Positive	1	689	#000000	
Klebsiella_oxytoca_strain_ST176KO1_NZ_JBBFWN010000001_consensus-3	+	Positive	1	690	#000000	
Klebsiella_oxytoca_strain_ST30KO1_NZ_JBBFYB010000001_consensus-1	+	Positive	1	691	#000000	
Klebsiella_michiganensis_strain_ST167KM1_NZ_JBBGAS010000001_consensus-1	-	Negative	0	692	#808080	
Klebsiella_michiganensis_strain_ST43KM1_NZ_JBBFZV010000001_consensus-1	-	Negative	0	693	#808080	
Klebsiella_michiganensis_strain_ST43KM1_NZ_JBBFZV010000001_consensus-2	-	Negative	0	694	#808080	
Klebsiella_oxytoca_strain_ST30KO3_NZ_JBBFYZ010000001_consensus-2	+	Positive	1	695	#000000	
Klebsiella_michiganensis_strain_895358_NZ_CP159879_consensus-2	-	Negative	0	696	#808080	
Klebsiella_michiganensis_strain_KM-405983_NZ_JBFNHI010000079_gene_copy-1	+	Positive	1	697	#000000	
Klebsiella_grimontii_strain_93_NZ_JBFPGH010000043_gene_copy-1	+	Positive	1	698	#000000	
Klebsiella_pasteurii_strain_W257_NZ_CP162997_consensus-1	+	Positive	1	699	#000000	
Klebsiella_pasteurii_strain_W255_NZ_CP163001_consensus-1	+	Positive	1	700	#000000	
Klebsiella_pasteurii_strain_5-274_NZ_JBCLTP010000028_gene_copy-1	+	Positive	1	701	#000000	
Klebsiella_michiganensis_strain_2021CK-01841_NZ_CP166210_consensus-1	-	Negative	0	702	#808080	
Klebsiella_michiganensis_strain_2021CK-01841_NZ_CP166210_consensus-2	-	Negative	0	703	#808080	
Klebsiella_michiganensis_strain_2022CK-00199_NZ_CP166215_consensus-1	-	Negative	0	704	#808080	
Klebsiella_michiganensis_strain_2022CK-00199_NZ_CP166215_consensus-2	-	Negative	0	705	#808080	
Klebsiella_michiganensis_strain_2022CK-00199_NZ_CP166215_consensus-3	-	Negative	0	706	#808080	
Klebsiella_michiganensis_strain_2022CK-00289_NZ_CP166218_consensus-1	-	Negative	0	707	#808080	
Klebsiella_michiganensis_strain_2022CK-00289_NZ_CP166218_consensus-2	-	Negative	0	708	#808080	
Klebsiella_michiganensis_strain_2022CK-00479_NZ_CP166222_consensus-2	-	Negative	0	709	#808080	
Klebsiella_michiganensis_strain_2022CK-00479_NZ_CP166222_consensus-3	-	Negative	0	710	#808080	
Klebsiella_pasteurii_strain_2023CK-01306_NZ_CP166204_consensus-1	+	Positive	1	711	#000000	
Klebsiella_pasteurii_strain_2023CK-01306_NZ_CP166204_consensus-2	+	Positive	1	712	#000000	
Klebsiella_michiganensis_strain_2022CK-00623_NZ_CP166234_consensus-1	-	Negative	0	713	#808080	
Klebsiella_michiganensis_strain_2023CK-00457_NZ_CP166239_consensus-1	-	Negative	0	714	#808080	
Klebsiella_oxytoca_strain_Kox-78_NZ_JBGREA010000046_gene_copy-1	+	Positive	1	715	#000000	
Klebsiella_oxytoca_strain_3238_NZ_CP169719_consensus-1	+	Positive	1	716	#000000	
Klebsiella_grimontii_strain_2750_NZ_CP169721_consensus-1	+	Positive	1	717	#000000	
Klebsiella_michiganensis_strain_a14_NZ_JBHKAI010000028_gene_copy-1	-	Negative	0	718	#808080	
Klebsiella_michiganensis_strain_2880STDY5682563_NZ_FLAH01000005_gene_copy-1	+	Positive	1	719	#000000	
Klebsiella_oxytoca_strain_2880STDY5682471_NZ_FKZQ01000017_gene_copy-1	+	Positive	1	720	#000000	
Klebsiella_grimontii_strain_2880STDY5682622_NZ_FLAB01000009_gene_copy-1	+	Positive	1	721	#000000	
Klebsiella_oxytoca_strain_2880STDY5682683_NZ_FKZK01000022_gene_copy-1	+	Positive	1	722	#000000	
Klebsiella_oxytoca_strain_2880STDY5682672_NZ_FLAE01000035_gene_copy-1	-	Negative	0	723	#808080	
Klebsiella_michiganensis_strain_2880STDY5682809_NZ_FKYS01000044_gene_copy-1	-	Negative	0	724	#808080	
Klebsiella_oxytoca_strain_2880STDY5682626_NZ_FKYZ01000009_gene_copy-1	+	Positive	1	725	#000000	
Klebsiella_oxytoca_strain_2880STDY5682532_NZ_FKZS01000040_gene_copy-1	+	Positive	1	726	#000000	
Klebsiella_oxytoca_strain_2880STDY5682493_NZ_FKZU01000060_gene_copy-1	+	Positive	1	727	#000000	
Klebsiella_oxytoca_strain_2880STDY5682436_NZ_FLAD01000006_gene_copy-1	+	Positive	1	728	#000000	
Klebsiella_oxytoca_strain_2880STDY5682504_NZ_FKYW01000040_gene_copy-1	+	Positive	1	729	#000000	
Klebsiella_oxytoca_strain_2880STDY5682743_NZ_FKZI01000049_gene_copy-1	-	Negative	0	730	#808080	
Klebsiella_oxytoca_strain_2880STDY5682686_NZ_FKZH01000002_gene_copy-1	+	Positive	1	731	#000000	
Klebsiella_oxytoca_strain_2880STDY5682482_NZ_FKZT01000027_gene_copy-1	+	Positive	1	732	#000000	
Klebsiella_michiganensis_strain_2880STDY5682470_NZ_FKYQ01000041_gene_copy-1	-	Negative	0	733	#808080	
Klebsiella_oxytoca_strain_2880STDY5682435_NZ_FKZX01000017_gene_copy-1	+	Positive	1	734	#000000	
Klebsiella_michiganensis_strain_2880STDY5682598_NZ_FKZY01000031_gene_copy-1	-	Negative	0	735	#808080	
Klebsiella_oxytoca_strain_2880STDY5682455_NZ_FKYR01000037_gene_copy-1	+	Positive	1	736	#000000	
Klebsiella_oxytoca_strain_2880STDY5682710_NZ_FLAF01000009_gene_copy-1	-	Negative	0	737	#808080	
Klebsiella_oxytoca_strain_2880STDY5682542_NZ_FKZZ01000008_gene_copy-1	+	Positive	1	738	#000000	
Klebsiella_oxytoca_strain_2880STDY5682506_NZ_FKYY01000032_gene_copy-1	+	Positive	1	739	#000000	
